PMID,Title,Consumer Wearable Brand(s),Reviewer 1 Initial Decision,Reviewer 2 Initial Decision,Final Consensus Decision
41145590,Exploring usage and perceived effectiveness of fitness trackers and mobile health applications among university students in Saudi Arabia,,Exclude,Exclude,Exclude
41176530,Precision prevention and the temporal disruption of evidence: the case of heart rate notifications from wearables,Apple Watch | Fitbit devices | Huawei smartwatches,Include,Include,Include
41217801,Parental Perspectives on the Use of Smartwatch Activity Trackers by Young Children: Qualitative Study,,Exclude,Exclude,Exclude
41221438,Automatic Detection of Gait Perturbations With Everyday Wearable Technology,Samsung Galaxy A52 smartphone | Starkey Livio AI 2400 hearing aids,Include,Exclude,Exclude
41228120,"Integrating Artificial Intelligence, Electronic Health Records, and Wearables for Predictive, Patient-Centered Decision Support in Healthcare",Apple Watch | Garmin | Oura Ring | Fitbit,Include,Include,Include
41237278,Effects of Heat Adaptation Behaviors on Resting Heart Rate Response to Summer Temperatures in Older Adults: Wearable Device Panel Study,Garmin Vivosmart 4 smartwatch,Include,Include,Include
41257389,Wearable Monitoring Captures Sleep Disturbances in Patients With Chronic Inflammatory Demyelinating Polyneuropathy,Withings ScanWatch,Include,Include,Include
41257914,"Affordable fitness tracker step count, heart rate and calorie expenditure validation in controlled environment: a cross-sectional study",Archon Alive 001 | Actigraph wGT3x-BT | Polar OH1,Exclude,Exclude,Exclude
41264615,Longitudinal wearable sensor data enhance precision of Long COVID detection,Fitbit | Apple Watch | Garmin | Other HealthKit-compatible devices | Google Fit-compatible devices,Exclude,Include,Include
41265052,"Association between sleep disorder, sarcopenia, physical activity and clinical progression in people with Huntington’s disease: A one-year longitudinal study using wearable technology",Fitbit Charge 4,Include,Include,Include
41267836,Accessibility and usage patterns of wearable devices among Chinese adults: the Huawei Blood Pressure Health Study,Huawei Watch D,Include,Include,Include
41272436,Effect of Travel on Sleep Patterns and Athletic Performance in Female Professional Tennis Players: A Retrospective Cohort Study Utilizing WHOOP 3.0 Tracking,WHOOP 3.0,Include,Include,Include
41292097,Assessing Stress Level Scores Against Wearables-Driven Physiological Measurements,Garmin Vivosmart 4,Include,Include,Include
41309064,Heart rate variability coefficient of variation during sleep as a digital biomarker that reflects behavior and varies by age and sex,WHOOP Strap 4.0 | WHOOP Strap 5.0,Include,Include,Include
41374522,Resting Heart Rate Variability Measured by Consumer Wearables and Its Associations with Diverse Health Domains in Five Longitudinal Studies,Garmin Vivosmart 3 smartwatch | Polar H7 chest strap | Polar H10 chest strap | Oura smartring,Include,Exclude,Include
41397288,"Using Patient-Held Devices to Measure Variations in Resting Heart Rate and Step Count Prior to Presentation With an Acute Illness: International, Multicenter Flash Mob feasibility study",,Exclude,Exclude,Exclude
41415916,Comparing self-reported sleep quality and wearable-derived sleep metrics in middle-aged and older adults with chronic pain: a psychometric study,Oura ring Generation 2 (Gen2),Include,Include,Include
41426502,Wearable devices and physical activity disparities: Insights from the 2022 Health Information National Trends Survey,Fitbit | Apple Watch | Garmin Vivofit,Exclude,Exclude,Exclude
41435388,Self-Reported Acceptance of a Wearable Activity Monitor in Persons With Stroke: Usability Study,Fitbit Inspire 2,Include,Include,Include
41436003,"Assessing Pediatric Dental Stress Through Wearable Technology: Influence of Procedure Type, Treatment Phase, and Age",Garmin smart watches,Include,Include,Include
41438215,Frailty is associated with low physical activity and poor sleep quality in patients undergoing myeloablative allogeneic hematopoietic cell transplantation: a Fitbit® pilot study,Fitbit Sense,Include,Include,Include
41469477,Feasibility and diagnostic agreement of Apple Watch and KardiaMobile electrocardiograms compared with standard 12-lead ECG in children,Apple Watch Series 6 | KardiaMobile 6L,Exclude,Exclude,Exclude
41471593,Trajectories of Adherence to Study-Prescribed Physical Activity Goals in a mHealth Weight Loss Intervention,Fitbit Charge 2,Include,Include,Include
41473833,Adoption and impact of wearable healthcare devices on health outcomes among Malaysian tertiary students,,Exclude,Exclude,Exclude
41495723,"Outdoor night light exposure and sleep structure, a panel study using consumer‑grade wearables",Zepp Health smart bracelets,Exclude,Exclude,Exclude
41508753,The effect of education in obese type 2 diabetes adolescents and young adults based on continuous glucose monitoring and smartwatch-derived lifelog data,Samsung Galaxy Watch 4,Include,Include,Include
41517057,Perceived Impact of Wearable Fitness Trackers on Health Behaviours in Saudi Adults,,Exclude,Exclude,Exclude
41530307,Digital biomarkers for brain health: passive and continuous assessment from wearable sensors,Withings Steel HR hybrid smartwatch,Include,Include,Include
41535454,Association of chronic disease risk and physical activity measured by wearable devices in the All of Us program,Fitbit,Include,Include,Include
41564576,Concurrent associations between visit-to-visit changes in actigraphy-based physical activity and cognitive aging in older adults,Fitbit Flex 2 | Fitbit Inspire 2,Include,Include,Include
41570792,Associations Between Objective Sleep Characteristics From Wearable Physiologic Monitors and Incident Atrial Fibrillation,Fitbit (including Fitbit Charge series),Include,Include,Include
41583097,Effects of sleep quality and physical activity measured by a Fitbit and self-rated questionnaire on the health-related quality of life in community-dwelling older adults: A cross-sectional study,Fitbit Versa,Include,Include,Include
41601198,ASSOCIATIONS BETWEEN HEART RATE AND PHYSICAL ACTIVITY IN PEOPLE WITH POST-COVID-19 CONDITION ACCOUNTING FOR MYALGIC ENCEPHALOMYELITIS/ CHRONIC FATIGUE SYNDROME SYMPTOMS,Garmin Venu SQ smartwatch,Include,Include,Include
41602349,Continuous smartwatch monitoring after atrial fibrillation ablation: feasibility of burden estimation and association with quality of life,Withings Scanwatch,Include,Include,Include
41612758,"Assessing Wearable mHealth Adherence in Underserved Adolescents and its Associations With Physical Activity, Sports, and Safety Perceptions: Prospective Cohort Study",Fitbit,Include,Include,Include
41623890,Feasibility and reliability of a smartwatch to detect atrial fibrillation after cardiac surgery: a prospective study,Withings Scanwatch,Include,Include,Include
41654404,"Smartwatch-derived versus self-reported outcomes of physiological recovery after COVID-19, influenza, and group A streptococcus: a 2-year prospective cohort study",Garmin Vivosmart 4 smartwatch,Include,Include,Include
41661960,Social media impact and smartwatch monitoring: Prevalence and early markers of PTSD and anxiety following mass traumatic events,Garmin Vivosmart 4,Include,Include,Include
41749540,Validity and Wear Compliance of Wrist-Worn Consumer Activity Trackers Among Japanese School-Aged Children Under Free-Living Conditions,Fitbit,Include,Include,Include
41755060,Dynamic Sleep-Derived Heart Rate and Heart Rate Variability Features Associated with Glucose Metabolism Status: An Exploratory Feature-Selection Study Using Consumer Wearables,Fitbit,Include,Include,Include
41756602,Smart ring-based assessment of physical activity intensity and sleep disturbances in older adults with mild cognitive impairment,"Oura Ring, version 4 (Oura Health, Finland)",Include,Include,Include
41767026,Heart Rate Variability in Congenital Heart Disease and Controls Using Wearable Technology and a Health Application Programming Interface—A cross-sectional study,Garmin vivosmart 5,Include,Include,Include
41797846,Exploring training-sleep characteristics and bidirectional lagged relationships in Chinese recreational runners: insights from a year-long wearable monitoring study,Garmin smartwatch | Garmin wearable devices,Include,Include,Include
41798696,Assessment of autonomic function in patient with COVID-19 and other infectious diseases using a wearable smart band connected to a mobile application,"Amoband smart band (AmoSense Co., Ltd., Cheonan-si, Republic of Korea)",Include,Exclude,Exclude
34649522,Digital health device measured sleep duration and ideal cardiovascular health: an observational study,Fitbit,Include,Include,Include
36188762,Validity and Acceptability of Wearable Devices for Monitoring Step-Count and Activity Minutes Among People With Multiple Sclerosis,Fitbit Alta | Fitbit Zip | Garmin Vivofit 4 | Yamax SW200 Digi-walker pedometer | Letscom activity monitor,Exclude,Exclude,Exclude
37265873,Smartwatch-derived heart rate variability: a head-to-head comparison with the gold standard in cardiovascular disease,Garmin vivoactive 4 smartwatch,Include,Include,Include
38652502,Performance of a commercial smart watch compared to polysomnography reference for overnight continuous oximetry measurement and sleep apnea evaluation,Samsung Galaxy Watch 4,Include,Include,Include
38713497,Accuracy of the Apple Watch Series 4 and Fitbit Versa for Assessing Energy Expenditure and Heart Rate of Wheelchair Users During Treadmill Wheelchair Propulsion: cross-sectional study,Apple Watch Series 4 | Fitbit Versa (2017),Include,Include,Include
38734824,"Examining health apps and wearable use in improving physical and mental well‑being across U.S., China, and Singapore","Apple Watch | Samsung Smartwatch | Huawei Watch Fit | Fitbit Watch (e.g., Fitbit Sense, Fitbit Versa) | Fitbit Tracker (e.g., Fitbit Inspire, Fitbit Charge) | Mi Smart Band | Huawei Band",Exclude,Include,Exclude
39287615,Statistical Characteristics of Large-scale Objective Tonic-clonic Seizure Records from Medical Smartwatches Used in Daily Life,"Embrace 2 (Empatica Inc., Boston, MA)",Include,Include,Include
39587537,Detecting sleep and physical activity changes across the perinatal period using wearable technology,"WHOOP Strap 2.0 (WHOOP, Inc., Boston, MA, USA)",Include,Exclude,Include
41836689,The Boon of Technology: The Role of Digital Applications in Transforming Physical Activity Patterns among Smartwatch Users,,Exclude,Exclude,Exclude
41840032,Insulin resistance prediction from wearables and routine blood biomarkers,Fitbit devices | Google Pixel watch | Fitbit Charge 6,Include,Include,Include
41853634,QTc measurement using Apple Watch electrocardiogram in congenital long QT syndrome,Apple Watch Series 8,Include,Include,Include
41863151,"Sleep Duration, Sleep Timing, and Self-Reported Wellbeing in Collegiate Women Volleyball Athletes: A Prospective Study Using a Consumer-Grade Wearable",Oura ring,Include,Include,Include
41866181,Apple Watch-Guided Anticoagulation After Atrial Fibrillation Ablation ‚Äï The Up to AF Trial ‚Äï,Apple Watch Series 4 or later,Include,Include,Include
